#Time       v(in)      i(Vin)    
 9.704E-9  -1.3        0.031821  
 9.746E-9  -1.3        0.031872  
 9.788E-9  -1.3        0.032033  
 9.83E-9   -1.3        0.032092  
 9.862E-9  -1.3        0.032047  
 9.921E-9  -1.3        0.032002  
 9.957E-9  -1.3        0.031894  
 9.993E-9  -1.3        0.031885  
 10.029E-9 -1.3        0.03195   
 10.085E-9 -1.3        0.031945  
 10.119E-9 -1.3        0.03191   
 10.177E-9 -1.3        0.031731  
 10.235E-9 -1.3        0.031742  
 10.271E-9 -1.3        0.031918  
 10.307E-9 -1.3        0.031989  
 10.335E-9 -1.3        0.032031  
 10.363E-9 -1.3        0.032079  
 10.412E-9 -1.3        0.031995  
 10.444E-9 -1.3        0.031969  
 10.476E-9 -1.3        0.031901  
 10.508E-9 -1.3        0.031808  
 10.563E-9 -1.3        0.031733  
 10.603E-9 -1.3        0.031699  
 10.643E-9 -1.3        0.031686  
 10.806E-9 -1.3        0.031799  
 10.969E-9 -1.3        0.032047  
 11.132E-9 -1.3        0.032239  
 11.26E-9  -1.3        0.032092  
 11.36E-9  -1.3        0.032067  
 11.46E-9  -1.3        0.032196  
 11.56E-9  -1.3        0.032066  
 11.621E-9 -1.3        0.0319    
 11.721E-9 -1.3        0.031597  
 11.821E-9 -1.3        0.03156   
 11.886E-9 -1.3        0.031752  
 11.951E-9 -1.3        0.031809  
 11.997E-9 -1.3        0.031755  
 12.104E-9 -1.3        0.0315    
 12.174E-9 -1.3        0.031265  
 12.293E-9 -1.3        0.03098   
 12.371E-9 -1.3        0.030852  
 12.53E-9  -1.3        0.030414  
 12.621E-9 -1.3        0.030019  
 12.772E-9 -1.3        0.029564  
 12.859E-9 -1.3        0.02955   
 12.946E-9 -1.3        0.02976   
 13.033E-9 -1.3        0.029948  
 13.1E-9   -1.3        0.029898  
 13.167E-9 -1.3        0.029721  
 13.234E-9 -1.3        0.029731  
 13.281E-9 -1.3        0.029881  
 13.366E-9 -1.3        0.030003  
 13.411E-9 -1.3        0.029912  
 13.456E-9 -1.3        0.029744  
 13.533E-9 -1.3        0.029625  
 13.577E-9 -1.3        0.029568  
 13.621E-9 -1.3        0.029535  
 13.713E-9 -1.3        0.02948   
 13.805E-9 -1.3        0.029321  
 13.897E-9 -1.3        0.029092  
 14.036E-9 -1.3        0.028593  
 14.175E-9 -1.3        0.02817   
 14.28E-9  -1.3        0.027781  
 14.385E-9 -1.3        0.027521  
 14.49E-9  -1.3        0.02741   
 14.681E-9 -1.3        0.027393  
 14.819E-9 -1.3        0.026931  
 14.91E-9  -1.3        0.026422  
 14.993E-9 -1.3        0.026339  
 15.051E-9 -1.3        0.026352  
 15.109E-9 -1.3        0.026295  
 15.167E-9 -1.3        0.026317  
 15.225E-9 -1.3        0.026361  
 15.283E-9 -1.3        0.026388  
 15.371E-9 -1.3        0.026425  
 15.459E-9 -1.3        0.026314  
 15.547E-9 -1.3        0.026284  
 15.635E-9 -1.3        0.026396  
 15.723E-9 -1.3        0.026401  
 15.811E-9 -1.3        0.026283  
 15.991E-9 -1.3        0.026145  
 16.085E-9 -1.3        0.026287  
 16.179E-9 -1.3        0.026329  
 16.273E-9 -1.3        0.026361  
 16.367E-9 -1.3        0.026381  
 16.665E-9 -1.3        0.02647   
 16.892E-9 -1.3        0.026616  
 17.119E-9 -1.3        0.026077  
 17.253E-9 -1.3        0.025976  
 17.387E-9 -1.3        0.026026  
 17.535E-9 -1.3        0.02603   
 17.683E-9 -1.3        0.026034  
 17.831E-9 -1.3        0.026025  
 18.149E-9 -1.3        0.025706  
 18.353E-9 -1.3        0.025371  
 18.557E-9 -1.3        0.024828  
 18.761E-9 -1.3        0.023941  
 18.965E-9 -1.3        0.023389  
 19.092E-9 -1.3        0.023212  
 19.251E-9 -1.3        0.022846  
 19.374E-9 -1.3        0.022674  
 19.497E-9 -1.3        0.022719  
 19.62E-9  -1.3        0.022546  
 19.708E-9 -1.3        0.022299  
 19.803E-9 -1.3        0.022326  
 19.873E-9 -1.3        0.022529  
 19.948E-9 -1.3        0.022646  
 20.023E-9 -1.3        0.022554  
 20.098E-9 -1.3        0.022389  
 20.173E-9 -1.3        0.022221  
 20.248E-9 -1.3        0.021993  
 20.323E-9 -1.3        0.021814  
 20.398E-9 -1.3        0.021647  
 20.522E-9 -1.3        0.021392  
 20.972E-9 -1.3        0.020711  
 21.422E-9 -1.3        0.020052  
 21.751E-9 -1.3        0.01978   
 22.08E-9  -1.3        0.019618  
 22.409E-9 -1.3        0.019554  
 23.279E-9 -1.3        0.019804  
 24.149E-9 -1.3        0.021051  
 24.784E-9 -1.3        0.022014  
 25.245E-9 -1.3        0.022614  
 25.706E-9 -1.3        0.022824  
 26.167E-9 -1.3        0.022397  
 26.628E-9 -1.3        0.021848  
 26.949E-9 -1.3        0.021644  
 27.27E-9  -1.3        0.021953  
 27.526E-9 -1.3        0.021859  
 27.698E-9 -1.3        0.021744  
 27.87E-9  -1.3        0.021732  
 28.042E-9 -1.3        0.021421  
 28.17E-9  -1.3        0.021106  
 28.298E-9 -1.3        0.020731  
 28.667E-9 -1.3        0.019353  
 28.916E-9 -1.3        0.018705  
 29.104E-9 -1.3        0.018543  
 29.292E-9 -1.3        0.018518  
 29.48E-9  -1.3        0.018359  
 29.668E-9 -1.3        0.018134  
 29.856E-9 -1.3        0.018311  
 29.992E-9 -1.3        0.018275  
 30.128E-9 -1.3        0.018056  
 30.349E-9 -1.3        0.017955  
 30.47E-9  -1.3        0.017851  
 30.591E-9 -1.3        0.017709  
 30.829E-9 -1.3        0.01699   
 30.984E-9 -1.3        0.016758  
 31.105E-9 -1.3        0.016859  
 31.226E-9 -1.3        0.016931  
 31.347E-9 -1.3        0.016859  
 31.468E-9 -1.3        0.016592  
 31.589E-9 -1.3        0.016266  
 31.71E-9  -1.3        0.016206  
 31.831E-9 -1.3        0.016298  
 31.952E-9 -1.3        0.016261  
 32.073E-9 -1.3        0.016278  
 32.194E-9 -1.3        0.016315  
 32.406E-9 -1.3        0.016731  
 32.554E-9 -1.3        0.016899  
 32.702E-9 -1.3        0.016555  
 32.85E-9  -1.3        0.016285  
 32.951E-9 -1.3        0.016297  
 33.052E-9 -1.3        0.01632   
 33.153E-9 -1.3        0.016343  
 33.42E-9  -1.3        0.015891  
 33.559E-9 -1.3        0.015564  
 33.698E-9 -1.3        0.015549  
 33.837E-9 -1.3        0.015561  
 33.976E-9 -1.3        0.015585  
 34.295E-9 -1.3        0.015513  
 34.544E-9 -1.3        0.015414  
 34.793E-9 -1.3        0.015493  
 35.042E-9 -1.3        0.015421  
 35.291E-9 -1.3        0.015291  
 35.54E-9  -1.3        0.01516   
 35.789E-9 -1.3        0.015116  
 36.038E-9 -1.3        0.014905  
 36.287E-9 -1.3        0.014562  
 36.516E-9 -1.3        0.014468  
 36.745E-9 -1.3        0.014622  
 37.129E-9 -1.3        0.015223  
 37.424E-9 -1.3        0.015626  
 37.719E-9 -1.3        0.015388  
 37.926E-9 -1.3        0.015174  
 38.133E-9 -1.3        0.01518   
 38.34E-9  -1.3        0.015195  
 38.547E-9 -1.3        0.01534   
 38.754E-9 -1.3        0.015512  
 38.961E-9 -1.3        0.015668  
 39.29E-9  -1.3        0.015496  
 39.508E-9 -1.3        0.015233  
 39.726E-9 -1.3        0.015197  
 39.944E-9 -1.3        0.015213  
 40.162E-9 -1.3        0.015321  
 40.518E-9 -1.3        0.015268  
 40.743E-9 -1.3        0.015063  
 40.971E-9 -1.3        0.015089  
 41.199E-9 -1.3        0.014828  
 41.359E-9 -1.3        0.014587  
 41.519E-9 -1.3        0.014497  
 41.679E-9 -1.3        0.01442   
 41.839E-9 -1.3        0.014468  
 41.999E-9 -1.3        0.014588  
 42.159E-9 -1.3        0.014631  
 42.319E-9 -1.3        0.014547  
 42.566E-9 -1.3        0.014435  
 42.753E-9 -1.3        0.014441  
 42.94E-9  -1.3        0.014363  
 43.127E-9 -1.3        0.014282  
 43.314E-9 -1.3        0.014284  
 43.501E-9 -1.3        0.014149  
 43.688E-9 -1.3        0.013977  
 43.875E-9 -1.3        0.013957  
 44.062E-9 -1.3        0.014036  
 44.344E-9 -1.3        0.013749  
 44.508E-9 -1.3        0.013523  
 44.672E-9 -1.3        0.013441  
 44.836E-9 -1.3        0.013279  
 45.E-9    -1.3        0.013107  
 45.164E-9 -1.3        0.012948  
 45.493E-9 -1.3        0.012698  
 45.822E-9 -1.3        0.012569  
 46.357E-9 -1.3        0.012349  
 46.755E-9 -1.3        0.012081  
 47.153E-9 -1.3        0.011965  
 47.551E-9 -1.3        0.012381  
 47.86E-9  -1.3        0.012541  
 48.096E-9 -1.3        0.01248   
 48.332E-9 -1.3        0.012532  
 48.568E-9 -1.3        0.012549  
 48.804E-9 -1.3        0.0125    
 49.223E-9 -1.3        0.012499  
 49.529E-9 -1.3        0.012521  
 50.031E-9 -1.3        0.0124    
 50.533E-9 -1.3        0.012233  
 51.035E-9 -1.3        0.01146   
 51.377E-9 -1.3        0.010859  
 51.719E-9 -1.3        0.010621  
 51.986E-9 -1.3        0.010615  
 52.41E-9  -1.3        0.010974  
 52.834E-9 -1.3        0.011236  
 53.107E-9 -1.3        0.011218  
 53.38E-9  -1.3        0.011157  
 53.653E-9 -1.3        0.010957  
 53.926E-9 -1.3        0.010567  
 54.199E-9 -1.3        0.010241  
 54.472E-9 -1.3        0.010048  
 54.745E-9 -1.3        0.0096146 
 54.956E-9 -1.3        0.0093835 
 55.167E-9 -1.3        0.0095473 
 55.378E-9 -1.3        0.0097236 
 55.537E-9 -1.3        0.0097021 
 55.696E-9 -1.3        0.0097126 
 55.855E-9 -1.3        0.0096877 
 56.014E-9 -1.3        0.0095847 
 56.264E-9 -1.3        0.0095634 
 56.44E-9  -1.3        0.0095454 
 56.616E-9 -1.3        0.0095637 
 56.915E-9 -1.3        0.0097466 
 57.214E-9 -1.3        0.0096848 
 57.421E-9 -1.3        0.009574  
 57.737E-9 -1.3        0.0093355 
 58.22E-9  -1.3        0.0089584 
 58.703E-9 -1.3        0.009134  
 59.008E-9 -1.3        0.0091939 
 59.313E-9 -1.3        0.009134  
 59.618E-9 -1.3        0.0092804 
 59.861E-9 -1.3        0.0095046 
 60.271E-9 -1.3        0.0099354 
 60.681E-9 -1.3        0.010162  
 61.091E-9 -1.3        0.010341  
 61.501E-9 -1.3        0.010665  
 61.911E-9 -1.3        0.01072   
 62.216E-9 -1.3        0.010585  
 62.601E-9 -1.3        0.010619  
 62.873E-9 -1.3        0.010641  
 63.145E-9 -1.3        0.010428  
 63.417E-9 -1.3        0.010202  
 63.689E-9 -1.3        0.010129  
 63.961E-9 -1.3        0.009979  
 64.233E-9 -1.3        0.0098692 
 64.505E-9 -1.3        0.0099286 
 64.777E-9 -1.3        0.010009  
 65.049E-9 -1.3        0.010087  
 65.568E-9 -1.3        0.0099976 
 65.946E-9 -1.3        0.0098687 
 66.324E-9 -1.3        0.0099512 
 66.702E-9 -1.3        0.010206  
 67.296E-9 -1.3        0.010957  
 67.89E-9  -1.3        0.011698  
 68.295E-9 -1.3        0.011409  
 68.586E-9 -1.3        0.011278  
 68.877E-9 -1.3        0.011417  
 69.168E-9 -1.3        0.011318  
 69.372E-9 -1.3        0.011132  
 69.585E-9 -1.3        0.01119   
 69.798E-9 -1.3        0.01144   
 70.011E-9 -1.3        0.011589  
 70.224E-9 -1.3        0.011598  
 70.592E-9 -1.3        0.011463  
 70.96E-9  -1.3        0.011347  
 71.328E-9 -1.3        0.011103  
 71.696E-9 -1.3        0.010919  
 72.064E-9 -1.3        0.011068  
 72.432E-9 -1.3        0.011165  
 72.713E-9 -1.3        0.011088  
 72.994E-9 -1.3        0.010973  
 73.275E-9 -1.3        0.010869  
 73.703E-9 -1.3        0.01064   
 74.131E-9 -1.3        0.010272  
 74.559E-9 -1.3        0.009996  
 74.987E-9 -1.3        0.0096294 
 75.415E-9 -1.3        0.0092015 
 75.803E-9 -1.3        0.0091374 
 76.109E-9 -1.3        0.0090483 
 76.415E-9 -1.3        0.0086952 
 76.721E-9 -1.3        0.0084301 
 76.962E-9 -1.3        0.0081745 
 77.203E-9 -1.3        0.0079341 
 77.444E-9 -1.3        0.0079053 
 77.685E-9 -1.3        0.0077577 
 77.874E-9 -1.3        0.0075682 
 78.098E-9 -1.3        0.0076287 
 78.259E-9 -1.3        0.0077815 
 78.42E-9  -1.3        0.0077236 
 78.581E-9 -1.3        0.0075972 
 78.742E-9 -1.3        0.007665  
 78.903E-9 -1.3        0.0076801 
 79.064E-9 -1.3        0.0075984 
 79.308E-9 -1.3        0.0076063 
 79.474E-9 -1.3        0.00772   
 79.86E-9  -1.3        0.0077784 
 80.059E-9 -1.3        0.00767   
 80.511E-9 -1.3        0.0075138 
 80.774E-9 -1.3        0.0074806 
 81.392E-9 -1.3        0.0074861 
 82.01E-9  -1.3        0.0073378 
 82.485E-9 -1.3        0.0073101 
 82.96E-9  -1.3        0.0073797 
 83.379E-9 -1.3        0.0071896 
 83.798E-9 -1.3        0.0070444 
 84.217E-9 -1.3        0.0070744 
 84.636E-9 -1.3        0.0070933 
 85.055E-9 -1.3        0.0070693 
 85.757E-9 -1.3        0.0071459 
 86.278E-9 -1.3        0.0071888 
 86.799E-9 -1.3        0.0068953 
 87.32E-9  -1.3        0.0066284 
 87.715E-9 -1.3        0.0064848 
 88.378E-9 -1.3        0.0066978 
 88.801E-9 -1.3        0.0068598 
 89.224E-9 -1.3        0.0066269 
 89.542E-9 -1.3        0.0067363 
 89.773E-9 -1.3        0.0068131 
 90.004E-9 -1.3        0.0067383 
 90.235E-9 -1.3        0.0065533 
 90.6E-9   -1.3        0.0063688 
 90.838E-9 -1.3        0.0063948 
 91.076E-9 -1.3        0.0064128 
 91.314E-9 -1.3        0.0064915 
 91.552E-9 -1.3        0.0064507 
 91.79E-9  -1.3        0.0064421 
 92.028E-9 -1.3        0.0065751 
 92.266E-9 -1.3        0.006675  
 92.504E-9 -1.3        0.0067194 
 92.96E-9  -1.3        0.006706  
 93.416E-9 -1.3        0.0063105 
 93.772E-9 -1.3        0.0059501 
 94.128E-9 -1.3        0.0059775 
 94.377E-9 -1.3        0.0060195 
 94.626E-9 -1.3        0.0059682 
 94.875E-9 -1.3        0.005954  
 95.124E-9 -1.3        0.0058688 
 95.373E-9 -1.3        0.0059024 
 95.622E-9 -1.3        0.0059347 
 95.871E-9 -1.3        0.0058838 
 96.12E-9  -1.3        0.0059477 
 96.369E-9 -1.3        0.0059319 
 96.618E-9 -1.3        0.0059037 
 96.867E-9 -1.3        0.0060062 
 97.116E-9 -1.3        0.0061493 
 97.365E-9 -1.3        0.0061304 
 97.614E-9 -1.3        0.0059968 
 97.863E-9 -1.3        0.0059958 
 98.112E-9 -1.3        0.005971  
 98.361E-9 -1.3        0.0057796 
 98.61E-9  -1.3        0.0055953 
 98.859E-9 -1.3        0.0055272 
 99.108E-9 -1.3        0.0056124 
 99.357E-9 -1.3        0.0056934 
 99.606E-9 -1.3        0.0056291 
 99.855E-9 -1.3        0.0056081 
 100.02E-9 -1.3        0.005584  
 100.03E-9 -1.E-15    -104.7E-12 
 100.03E-9  0.         0.        
 100.03E-9  0.         0.        
 100.03E-9  0.         0.        
 100.04E-9  0.         0.        
 100.04E-9  0.         0.        
 100.06E-9  0.         0.        
 100.09E-9  0.         0.        
 100.12E-9  0.         0.        
 100.19E-9  0.         0.        
 100.25E-9  0.         0.        
 100.43E-9  0.         0.        
 100.54E-9  0.         0.        
 100.79E-9  0.         0.        
 101.03E-9  0.         0.        
 101.28E-9  0.         0.        
 101.63E-9  0.         0.        
 101.84E-9  0.         0.        
 102.05E-9  0.         0.        
 102.26E-9  0.         0.        
 102.48E-9  0.         0.        
 102.69E-9  0.         0.        
 102.9E-9   0.         0.        
 103.28E-9  0.         0.        
 103.54E-9  0.         0.        
 103.79E-9  0.         0.        
 104.27E-9  0.         0.        
 104.74E-9  0.         0.        
 105.21E-9  0.         0.        
 105.68E-9  0.         0.        
 106.16E-9  0.         0.        
 106.63E-9  0.         0.        
 107.11E-9  0.         0.        
 107.58E-9  0.         0.        
 108.05E-9  0.         0.        
 108.39E-9  0.         0.        
 108.73E-9  0.         0.        
 109.25E-9  0.         0.        
 109.55E-9  0.         0.        
 109.84E-9  0.         0.        
 110.14E-9  0.         0.        
 110.44E-9  0.         0.        
 110.73E-9  0.         0.        
 111.2E-9   0.         0.        
 111.67E-9  0.         0.        
 112.13E-9  0.         0.        
 112.93E-9  0.         0.        
 113.72E-9  0.         0.        
 114.25E-9  0.         0.        
 115.06E-9  0.         0.        
 115.87E-9  0.         0.        
 117.9E-9   0.         0.        
 119.92E-9  0.         0.        
 120.97E-9  0.         0.        
 121.67E-9  0.         0.        
 122.83E-9  0.         0.        
 123.66E-9  0.         0.        
 124.49E-9  0.         0.        
 125.14E-9  0.         0.        
 125.6E-9   0.         0.        
 126.05E-9  0.         0.        
 126.5E-9   0.         0.        
 126.8E-9   0.         0.        
 127.1E-9   0.         0.        
 127.41E-9  0.         0.        
 127.71E-9  0.         0.        
 128.01E-9  0.         0.        
 128.24E-9  0.         0.        
 128.47E-9  0.         0.        
 128.7E-9   0.         0.        
 128.93E-9  0.         0.        
 129.15E-9  0.         0.        
 129.67E-9  0.         0.        
 129.94E-9  0.         0.        
 130.21E-9  0.         0.        
 130.47E-9  0.         0.        
 130.74E-9  0.         0.        
 131.E-9    0.         0.        
 131.27E-9  0.         0.        
 131.54E-9  0.         0.        
 131.8E-9   0.         0.        
 131.99E-9  0.         0.        
 132.17E-9  0.         0.        
 132.35E-9  0.         0.        
 132.53E-9  0.         0.        
 132.72E-9  0.         0.        
 132.9E-9   0.         0.        
 133.08E-9  0.         0.        
 133.27E-9  0.         0.        
 133.45E-9  0.         0.        
 133.63E-9  0.         0.        
 133.82E-9  0.         0.        
 134.E-9    0.         0.        
 134.18E-9  0.         0.        
 134.36E-9  0.         0.        
 134.55E-9  0.         0.        
 134.73E-9  0.         0.        
 134.91E-9  0.         0.        
 135.1E-9   0.         0.        
 135.38E-9  0.         0.        
 135.9E-9   0.         0.        
 136.22E-9  0.         0.        
 136.54E-9  0.         0.        
 136.87E-9  0.         0.        
 137.08E-9  0.         0.        
 137.34E-9  0.         0.        
 137.53E-9  0.         0.        
 137.72E-9  0.         0.        
 138.07E-9  0.         0.        
 138.31E-9  0.         0.        
 138.55E-9  0.         0.        
 139.01E-9  0.         0.        
 139.26E-9  0.         0.        
 139.63E-9  0.         0.        
 139.86E-9  0.         0.        
 140.09E-9  0.         0.        
 140.31E-9  0.         0.        
 140.54E-9  0.         0.        
 140.68E-9  0.         0.        
 140.83E-9  0.         0.        
 141.12E-9  0.         0.        
 141.4E-9   0.         0.        
 141.59E-9  0.         0.        
 141.78E-9  0.         0.        
 141.97E-9  0.         0.        
 142.15E-9  0.         0.        
 142.34E-9  0.         0.        
 142.53E-9  0.         0.        
 142.72E-9  0.         0.        
 142.91E-9  0.         0.        
 143.09E-9  0.         0.        
 143.28E-9  0.         0.        
 143.47E-9  0.         0.        
 143.66E-9  0.         0.        
 143.85E-9  0.         0.        
 144.03E-9  0.         0.        
 144.22E-9  0.         0.        
 144.41E-9  0.         0.        
 144.6E-9   0.         0.        
 145.03E-9  0.         0.        
 145.27E-9  0.         0.        
 145.51E-9  0.         0.        
 145.75E-9  0.         0.        
 145.99E-9  0.         0.        
 146.18E-9  0.         0.        
 146.36E-9  0.         0.        
 146.55E-9  0.         0.        
 146.74E-9  0.         0.        
 146.93E-9  0.         0.        
 147.29E-9  0.         0.        
 147.5E-9   0.         0.        
 147.7E-9   0.         0.        
 147.91E-9  0.         0.        
 148.11E-9  0.         0.        
 148.32E-9  0.         0.        
 148.52E-9  0.         0.        
 148.73E-9  0.         0.        
 148.93E-9  0.         0.        
 149.14E-9  0.         0.        
 149.34E-9  0.         0.        
 149.55E-9  0.         0.        
 149.75E-9  0.         0.        
 149.96E-9  0.         0.        
 150.16E-9  0.         0.        
 150.37E-9  0.         0.        
 150.57E-9  0.         0.        
 150.78E-9  0.         0.        
 151.15E-9  0.         0.        
 151.35E-9  0.         0.        
 151.69E-9  0.         0.        
 151.9E-9   0.         0.        
 152.12E-9  0.         0.        
 152.33E-9  0.         0.        
 152.55E-9  0.         0.        
 152.76E-9  0.         0.        
 152.98E-9  0.         0.        
 153.2E-9   0.         0.        
 153.41E-9  0.         0.        
 153.63E-9  0.         0.        
 153.84E-9  0.         0.        
 154.06E-9  0.         0.        
 154.28E-9  0.         0.        
 154.64E-9  0.         0.        
 154.89E-9  0.         0.        
 155.39E-9  0.         0.        
 155.73E-9  0.         0.        
 156.07E-9  0.         0.        
 156.67E-9  0.         0.        
 157.06E-9  0.         0.        
 157.45E-9  0.         0.        
 157.85E-9  0.         0.        
 158.12E-9  0.         0.        
 158.39E-9  0.         0.        
 158.95E-9  0.         0.        
 159.52E-9  0.         0.        
 159.96E-9  0.         0.        
 160.41E-9  0.         0.        
 160.74E-9  0.         0.        
 161.07E-9  0.         0.        
 161.43E-9  0.         0.        
 161.71E-9  0.         0.        
 162.E-9    0.         0.        
 164.15E-9  0.         0.        
 166.3E-9   0.         0.        
 167.37E-9  0.         0.        
 168.45E-9  0.         0.        
 169.53E-9  0.         0.        
 170.6E-9   0.         0.        
 171.32E-9  0.         0.        
 172.04E-9  0.         0.        
 172.54E-9  0.         0.        
 173.04E-9  0.         0.        
 173.44E-9  0.         0.        
 173.75E-9  0.         0.        
 174.06E-9  0.         0.        
 174.38E-9  0.         0.        
 174.69E-9  0.         0.        
 175.E-9    0.         0.        
 175.31E-9  0.         0.        
 175.63E-9  0.         0.        
 175.86E-9  0.         0.        
 176.61E-9  0.         0.        
 177.1E-9   0.         0.        
 177.83E-9  0.         0.        
 178.37E-9  0.         0.        
 178.91E-9  0.         0.        
 179.45E-9  0.         0.        
 179.98E-9  0.         0.        
 180.34E-9  0.         0.        
 180.7E-9   0.         0.        
 181.07E-9  0.         0.        
 181.36E-9  0.         0.        
 181.84E-9  0.         0.        
 182.12E-9  0.         0.        
 182.4E-9   0.         0.        
 182.68E-9  0.         0.        
 182.96E-9  0.         0.        
 183.24E-9  0.         0.        
 183.73E-9  0.         0.        
 184.12E-9  0.         0.        
 184.4E-9   0.         0.        
 184.68E-9  0.         0.        
 184.96E-9  0.         0.        
 185.17E-9  0.         0.        
 185.52E-9  0.         0.        
 185.86E-9  0.         0.        
 186.21E-9  0.         0.        
 186.96E-9  0.         0.        
 187.38E-9  0.         0.        
 188.31E-9  0.         0.        
 189.24E-9  0.         0.        
 190.17E-9  0.         0.        
 190.74E-9  0.         0.        
 191.31E-9  0.         0.        
 191.88E-9  0.         0.        
 192.89E-9  0.         0.        
 193.9E-9   0.         0.        
 194.64E-9  0.         0.        
 195.06E-9  0.         0.        
 195.47E-9  0.         0.        
 195.89E-9  0.         0.        
 196.3E-9   0.         0.        
 196.72E-9  0.         0.        
 197.13E-9  0.         0.        
 197.79E-9  0.         0.        
 198.44E-9  0.         0.        
 198.83E-9  0.         0.        
 199.22E-9  0.         0.        
 199.94E-9  0.         0.        
 200.01E-9  0.         0.        
 200.02E-9 -1.3        0.012216  
 200.03E-9 -1.3        0.012216  
 200.04E-9 -1.3        0.012212  
 200.04E-9 -1.3        0.0122    
 200.05E-9 -1.3        0.012185  
 200.08E-9 -1.3        0.012168  
 200.1E-9  -1.3        0.01217   
 200.15E-9 -1.3        0.012193  
 200.19E-9 -1.3        0.012245  
 200.27E-9 -1.3        0.012204  
 200.34E-9 -1.3        0.012082  
 200.46E-9 -1.3        0.011917  
 200.54E-9 -1.3        0.011818  
 200.7E-9  -1.3        0.011773  
 200.86E-9 -1.3        0.011655  
 201.02E-9 -1.3        0.011438  
 201.31E-9 -1.3        0.011272  
 201.48E-9 -1.3        0.011328  
 201.83E-9 -1.3        0.011422  
 202.04E-9 -1.3        0.011493  
 202.41E-9 -1.3        0.011534  
 202.78E-9 -1.3        0.011252  
 203.15E-9 -1.3        0.011216  
 203.38E-9 -1.3        0.011363  
 203.79E-9 -1.3        0.0115    
 204.03E-9 -1.3        0.011424  
 204.27E-9 -1.3        0.011534  
 204.52E-9 -1.3        0.011646  
 204.76E-9 -1.3        0.0116    
 205.E-9   -1.3        0.011534  
